block,label,method,round,f1_mean,f1_std,f1_sem,ci_low,ci_high,n
heterogeneous,fast25,FedAvg,45,0.8369344625108658,0.01652679863166466,0.005226232610701449,0.8266910465938909,0.8471778784278406,10
heterogeneous,fast25,FedAvg,46,0.82989922774525,0.014263597782665163,0.004510545662174927,0.8210585582473872,0.8387398972431129,10
heterogeneous,fast25,FedAvg,47,0.840054077245026,0.024493842953663022,0.007745633238404124,0.824872636097754,0.855235518392298,10
heterogeneous,fast25,FedAvg,48,0.836033884319886,0.028028178588814907,0.008863288300661907,0.8186618392505887,0.8534059293891834,10
heterogeneous,fast25,FedAvg,49,0.8507330048642491,0.018411502173362862,0.005822228201296694,0.8393214375897076,0.8621445721387906,10
heterogeneous,fast50,ASILO,0,0.20142312763033146,0.0384321004718611,0.0121532972755513,0.1776026649702509,0.22524359029041202,10
heterogeneous,fast50,ASILO,1,0.16886374451714717,0.013468633957342983,0.004259156027629094,0.16051579870299415,0.1772116903313002,10
heterogeneous,fast50,ASILO,2,0.1560966144284393,0.021105573255671844,0.006674168281145827,0.14301524459739348,0.16917798425948513,10
heterogeneous,fast50,ASILO,3,0.2691277031490528,0.028259423393620486,0.008936414328688575,0.2516123310648232,0.2866430752332824,10
heterogeneous,fast50,ASILO,4,0.3219507486356347,0.013247908008314751,0.00418935635386595,0.3137396101820575,0.33016188708921196,10
heterogeneous,fast50,ASILO,5,0.3678664876384244,0.026423822856471362,0.0083559464715266,0.35148883255423224,0.38424414272261653,10
heterogeneous,fast50,ASILO,6,0.4419469672614393,0.030970449743206216,0.009793716134830852,0.4227512836371708,0.46114265088570777,10
heterogeneous,fast50,ASILO,7,0.5136627386262109,0.03055811491849225,0.009663324414360611,0.49472262277406415,0.5326028544783578,10
heterogeneous,fast50,ASILO,8,0.5675505704864936,0.023137269782446443,0.007316647135031928,0.553209942101831,0.5818911988711561,10
heterogeneous,fast50,ASILO,9,0.6132865097243259,0.03420579405624982,0.010816821839239914,0.5920855389194156,0.6344874805292361,10
heterogeneous,fast50,ASILO,10,0.6442549902900836,0.023064118831613516,0.0072935147732680235,0.6299597013344783,0.6585502792456889,10
heterogeneous,fast50,ASILO,11,0.6702773943931625,0.024937007408123105,0.007885774143816107,0.6548212770712829,0.685733511715042,10
heterogeneous,fast50,ASILO,12,0.6966151201472547,0.023945167103095074,0.007572126699911633,0.6817737518154279,0.7114564884790815,10
heterogeneous,fast50,ASILO,13,0.7186648784444974,0.03630100486293988,0.011479385671973846,0.6961652825274287,0.7411644743615662,10
heterogeneous,fast50,ASILO,14,0.7407000058055953,0.018425557113784803,0.005826672763707824,0.7292797271887279,0.7521202844224626,10
heterogeneous,fast50,ASILO,15,0.7688722904693019,0.03387768813610646,0.01071306563709608,0.7478746818205936,0.7898698991180103,10
heterogeneous,fast50,ASILO,16,0.7813884934418595,0.035111477715884166,0.011103224159644036,0.7596261740889572,0.8031508127947617,10
heterogeneous,fast50,ASILO,17,0.7915481302796514,0.021864702633756443,0.006914226068495272,0.7779962471854007,0.8051000133739021,10
heterogeneous,fast50,ASILO,18,0.8098441953452191,0.011760610619917978,0.0037190316233305615,0.8025548933634912,0.8171334973269471,10
heterogeneous,fast50,ASILO,19,0.8060100347932684,0.018267674474087316,0.0057767458892634465,0.794687612850312,0.8173324567362248,10
heterogeneous,fast50,ASILO,20,0.8201318699037581,0.03210516207976449,0.010152543682092424,0.8002328842868569,0.8400308555206593,10
heterogeneous,fast50,ASILO,21,0.8090809079803275,0.016074429328438517,0.005083180876527652,0.7991178734623333,0.8190439424983217,10
heterogeneous,fast50,ASILO,22,0.8302097374691829,0.027061353616247313,0.008557551399457566,0.8134369367262461,0.8469825382121198,10
heterogeneous,fast50,ASILO,23,0.832194443700003,0.02597031502094465,0.008212534701826856,0.8160978756844223,0.8482910117155836,10
heterogeneous,fast50,ASILO,24,0.8245287458591827,0.020289269244315362,0.006416030287243984,0.8119533264961845,0.8371041652221809,10
heterogeneous,fast50,ASILO,25,0.8519535456303629,0.024332820664768134,0.007694713519707976,0.8368719071317352,0.8670351841289905,10
heterogeneous,fast50,ASILO,26,0.8300625810783867,0.020793561431594217,0.006575501479046921,0.8171745981794547,0.8429505639773187,10
heterogeneous,fast50,ASILO,27,0.8357958343959243,0.02365851493221182,0.0074814793242893455,0.8211321349203172,0.8504595338715314,10
heterogeneous,fast50,ASILO,28,0.8358761553443148,0.018097827273101028,0.005723035488331339,0.8246590057871854,0.8470933049014442,10
heterogeneous,fast50,ASILO,29,0.8507015062440727,0.012824729056759245,0.004055535419390205,0.8427526568220679,0.8586503556660775,10
heterogeneous,fast50,ASILO,30,0.8389344334971162,0.01264759211016803,0.003999519798490621,0.8310953746920745,0.8467734923021578,10
heterogeneous,fast50,ASILO,31,0.8453650606393806,0.01306484253952613,0.0041314659696361,0.8372673873388938,0.8534627339398673,10
heterogeneous,fast50,ASILO,32,0.8489571972285572,0.01817090665599793,0.005746145218326716,0.8376947526006369,0.8602196418564776,10
heterogeneous,fast50,ASILO,33,0.8545894592487195,0.02057993698339778,0.0065079474970271825,0.8418338821545462,0.8673450363428928,10
heterogeneous,fast50,ASILO,34,0.8610737725601503,0.013549524535054567,0.00428473587431064,0.8526756902465015,0.8694718548737991,10
heterogeneous,fast50,ASILO,35,0.8565947043108023,0.01938077590794733,0.006128739469043138,0.8445823749514778,0.8686070336701268,10
heterogeneous,fast50,ASILO,36,0.8501032209662857,0.021153393083715527,0.006689290238539391,0.8369922120987484,0.8632142298338229,10
heterogeneous,fast50,ASILO,37,0.8571706239353414,0.021335875447090064,0.006746996228646793,0.8439465113271937,0.8703947365434891,10
heterogeneous,fast50,ASILO,38,0.857474052574849,0.01785611414823619,0.005646599086838383,0.8464067183646458,0.8685413867850522,10
heterogeneous,fast50,ASILO,39,0.8681464648865876,0.01857701514870151,0.005874567999734835,0.8566323116071074,0.8796606181660679,10
heterogeneous,fast50,ASILO,40,0.8657420653032399,0.012479334147684786,0.0039463119589,0.8580072938637959,0.873476836742684,10
heterogeneous,fast50,ASILO,41,0.8621413044011677,0.017990016636004233,0.0056889427714093685,0.8509909765692053,0.87329163223313,10
heterogeneous,fast50,ASILO,42,0.8618429952635374,0.015585559275518255,0.0049285865918201445,0.8521829655435699,0.8715030249835048,10
heterogeneous,fast50,ASILO,43,0.8667692648460253,0.022174377323950827,0.007012153803967399,0.8530254433902492,0.8805130863018015,10
heterogeneous,fast50,ASILO,44,0.8643211543213638,0.01783384337898532,0.005639556451230704,0.8532676236769516,0.875374684965776,10
heterogeneous,fast50,ASILO,45,0.8700640747553665,0.011785574896710269,0.0037269260208108133,0.8627592997545773,0.8773688497561557,10
heterogeneous,fast50,ASILO,46,0.8548947466942207,0.01741148078615574,0.005505993672051126,0.8441029990970005,0.865686494291441,10
heterogeneous,fast50,ASILO,47,0.8744810045125607,0.01686280672241379,0.005332487698602629,0.8640293286232996,0.8849326804018218,10
heterogeneous,fast50,ASILO,48,0.8734331253861143,0.02027538986807208,0.006411641243100864,0.8608663085496366,0.8859999422225919,10
heterogeneous,fast50,ASILO,49,0.8674059764393001,0.021592700201393655,0.006828211346958041,0.8540226821992623,0.8807892706793379,10
heterogeneous,fast50,DFedSAM,0,0.1645043604006157,0.026041722364235777,0.008235115686473006,0.1483635336551286,0.18064518714610278,10
heterogeneous,fast50,DFedSAM,1,0.17607880249311497,0.04625971540588723,0.01462860645937842,0.14740673383273328,0.20475087115349666,10
heterogeneous,fast50,DFedSAM,2,0.15479048631009218,0.022825740648934473,0.007218132973092276,0.1406429456828313,0.16893802693735305,10
heterogeneous,fast50,DFedSAM,3,0.14445956065475826,0.007873098502381774,0.0024896923510387007,0.13957976364672242,0.1493393576627941,10
heterogeneous,fast50,DFedSAM,4,0.14066963337116603,5.739200152075213e-07,1.814894442814241e-07,0.14066927765185525,0.14066998909047682,10
heterogeneous,fast50,DFedSAM,5,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,DFedSAM,6,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,DFedSAM,7,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,DFedSAM,8,0.14434324093636192,0.011460238970880419,0.0036240457677806205,0.1372401112315119,0.15144637064121194,10
heterogeneous,fast50,DFedSAM,9,0.1920327938469578,0.03598394921761405,0.011379123873549434,0.1697297110548009,0.2143358766391147,10
heterogeneous,fast50,DFedSAM,10,0.267954197476976,0.04040056591522453,0.01277578070518746,0.2429136672948086,0.2929947276591434,10
heterogeneous,fast50,DFedSAM,11,0.35875295111754824,0.042087534364331644,0.013309246969189493,0.3326668270579368,0.38483907517715965,10
heterogeneous,fast50,DFedSAM,12,0.4079126604564399,0.034375311574339026,0.010870427985285981,0.3866066216052794,0.4292186993076004,10
heterogeneous,fast50,DFedSAM,13,0.4488316452255921,0.027224358445126575,0.008609098052344012,0.43195781304299785,0.46570547740818635,10
heterogeneous,fast50,DFedSAM,14,0.4813766040522546,0.03910116571817406,0.012364874283712352,0.4571414504561784,0.5056117576483308,10
heterogeneous,fast50,DFedSAM,15,0.5129004033436563,0.05781452243648868,0.01828255727342117,0.4770665910877508,0.5487342155995618,10
heterogeneous,fast50,DFedSAM,16,0.5534854498267131,0.05094138927418534,0.016109081727969737,0.5219116496398924,0.5850592500135338,10
heterogeneous,fast50,DFedSAM,17,0.6001227435858634,0.029870710240652118,0.009445947968737703,0.5816086855671375,0.6186368016045892,10
heterogeneous,fast50,DFedSAM,18,0.6234805183847393,0.026382170954583645,0.008342774983642293,0.6071286794168004,0.6398323573526782,10
heterogeneous,fast50,DFedSAM,19,0.6290775181552629,0.03165434835347272,0.01000998386453745,0.6094579497807695,0.6486970865297563,10
heterogeneous,fast50,DFedSAM,20,0.6566467435818414,0.020113848224625898,0.006360557290075189,0.644180051293294,0.6691134358703887,10
heterogeneous,fast50,DFedSAM,21,0.6674040462213827,0.019983227028702366,0.006319251241093843,0.6550183137888388,0.6797897786539266,10
heterogeneous,fast50,DFedSAM,22,0.6835819564755632,0.028969063839799504,0.009160822341658957,0.6656267446859117,0.7015371682652147,10
heterogeneous,fast50,DFedSAM,23,0.7013562135895522,0.025516074240760588,0.008068891154675505,0.6855411869263882,0.7171712402527163,10
heterogeneous,fast50,DFedSAM,24,0.713030711715176,0.024954740098036696,0.007891381712732952,0.6975636035582193,0.7284978198721326,10
heterogeneous,fast50,DFedSAM,25,0.7195826294696406,0.01745637241896408,0.005520189652806956,0.7087630577501389,0.7304022011891422,10
heterogeneous,fast50,DFedSAM,26,0.7446564093558075,0.028401458368183013,0.008981329731390741,0.7270530030822816,0.7622598156293333,10
heterogeneous,fast50,DFedSAM,27,0.7457403963697157,0.02325383875536523,0.007353509480924914,0.7313275177871028,0.7601532749523285,10
heterogeneous,fast50,DFedSAM,28,0.7527149585138825,0.03045394886663643,0.009630384216487452,0.733839405449567,0.7715905115781979,10
heterogeneous,fast50,DFedSAM,29,0.7663717662999231,0.01237324458048867,0.003912763492067879,0.75870274985547,0.7740407827443762,10
heterogeneous,fast50,DFedSAM,30,0.7750853541131015,0.028849150971102744,0.009122902563074312,0.7572044650894759,0.7929662431367271,10
heterogeneous,fast50,DFedSAM,31,0.7841160718964921,0.027236590316227955,0.008612966109616607,0.7672346583216436,0.8009974854713406,10
heterogeneous,fast50,DFedSAM,32,0.7905780845579645,0.013730318226276456,0.004341907859395676,0.782067945153549,0.79908822396238,10
heterogeneous,fast50,DFedSAM,33,0.7956439605980925,0.022063833482546865,0.006977196771953304,0.7819686549250641,0.8093192662711209,10
heterogeneous,fast50,DFedSAM,34,0.7970853808123934,0.0256925485855767,0.008124697242495989,0.7811609742171013,0.8130097874076856,10
heterogeneous,fast50,DFedSAM,35,0.7942381786136097,0.023551011174667184,0.007447483651202589,0.7796411106572526,0.8088352465699667,10
heterogeneous,fast50,DFedSAM,36,0.7947601518221198,0.01681397086823163,0.005317044445533081,0.784338744708875,0.8051815589353646,10
heterogeneous,fast50,DFedSAM,37,0.8020470078486195,0.024878610931377363,0.007867307556431547,0.7866270850380137,0.8174669306592253,10
heterogeneous,fast50,DFedSAM,38,0.8121457753029182,0.01761611132789373,0.005570703531123746,0.8012271963819156,0.8230643542239208,10
heterogeneous,fast50,DFedSAM,39,0.8065493124320031,0.027801257017260217,0.008791529399028136,0.789317914809908,0.8237807100540983,10
heterogeneous,fast50,DFedSAM,40,0.8180571298152319,0.021361507610097977,0.006755101830292966,0.8048171302278577,0.8312971294026061,10
heterogeneous,fast50,DFedSAM,41,0.8333299692597789,0.020354548068258038,0.006436673263907583,0.82071408966252,0.8459458488570377,10
heterogeneous,fast50,DFedSAM,42,0.8182825282238404,0.02220589587846919,0.00702212084605082,0.8045191713655808,0.8320458850821,10
heterogeneous,fast50,DFedSAM,43,0.8272946037219808,0.023547421593759898,0.007446348526051342,0.8126997606109202,0.8418894468330415,10
heterogeneous,fast50,DFedSAM,44,0.8234144320196524,0.023197478438950845,0.00733568678397319,0.8090364859230649,0.8377923781162399,10
heterogeneous,fast50,DFedSAM,45,0.8165937030249386,0.029132129112578845,0.009212388108584895,0.7985374223321122,0.834649983717765,10
heterogeneous,fast50,DFedSAM,46,0.8307398955172178,0.026887759157477365,0.008502656011567843,0.8140746897345449,0.8474051012998908,10
heterogeneous,fast50,DFedSAM,47,0.8283656715257723,0.020576923141070017,0.006506994436400747,0.8156119624304269,0.8411193806211178,10
heterogeneous,fast50,DFedSAM,48,0.8283292313461535,0.02117803270306358,0.006697081970321331,0.8152029506843237,0.8414555120079834,10
heterogeneous,fast50,DFedSAM,49,0.8463207382868628,0.014877986386472537,0.004704832397823137,0.8370992667871294,0.8555422097865962,10
heterogeneous,fast50,DeceFL,0,0.150527546952636,0.026970960718421404,0.00852896665531429,0.13381077230822,0.16724432159705202,10
heterogeneous,fast50,DeceFL,1,0.1505705549269288,0.014601343318779823,0.004617350178542625,0.14152054857698526,0.15962056127687235,10
heterogeneous,fast50,DeceFL,2,0.17488102165122177,0.025926536448190828,0.008198690701565509,0.15881158787615338,0.19095045542629016,10
heterogeneous,fast50,DeceFL,3,0.16090940122814318,0.02073904569911568,0.006558262090752462,0.14805520753026835,0.173763594926018,10
heterogeneous,fast50,DeceFL,4,0.1484948539120004,0.014805941847912512,0.0046820499143405865,0.13931803607989285,0.15767167174410796,10
heterogeneous,fast50,DeceFL,5,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,DeceFL,6,0.14249220740007207,0.005764059055627891,0.0018227555183503326,0.1389196065841054,0.14606480821603873,10
heterogeneous,fast50,DeceFL,7,0.14249355682598486,0.00576832631504594,0.0018241049442631163,0.13891831113522915,0.14606880251674056,10
heterogeneous,fast50,DeceFL,8,0.1452204679521371,0.007328821941471067,0.0023175769900865804,0.1406780170515674,0.14976291885270682,10
heterogeneous,fast50,DeceFL,9,0.1748703690037971,0.023271264432343286,0.007359019963827015,0.16044668987469615,0.18929404813289805,10
heterogeneous,fast50,DeceFL,10,0.2645366221011791,0.043981154806675686,0.013908062331355765,0.2372768199317218,0.2917964242706364,10
heterogeneous,fast50,DeceFL,11,0.34506542481039604,0.024123188635663703,0.007628422051458705,0.330113717589537,0.36001713203125507,10
heterogeneous,fast50,DeceFL,12,0.39430369628488565,0.028428010013575804,0.008989726098897375,0.3766838331310468,0.4119235594387245,10
heterogeneous,fast50,DeceFL,13,0.43247266730285644,0.029545722886958108,0.00934317794389532,0.41416003853282163,0.45078529607289125,10
heterogeneous,fast50,DeceFL,14,0.47613790534037415,0.03742054114636391,0.011833414129855821,0.45294441364585675,0.49933139703489154,10
heterogeneous,fast50,DeceFL,15,0.5213112955468037,0.02682233954609031,0.008481968514005225,0.5046866372593535,0.5379359538342539,10
heterogeneous,fast50,DeceFL,16,0.5611774237011681,0.01995880336185088,0.006311527799487458,0.5488068292141727,0.5735480181881635,10
heterogeneous,fast50,DeceFL,17,0.5925766032071134,0.03117432649914435,0.009858187625903929,0.5732545554603417,0.6118986509538851,10
heterogeneous,fast50,DeceFL,18,0.6242618644614967,0.01807904952326627,0.005717097442450271,0.6130563534742941,0.6354673754486992,10
heterogeneous,fast50,DeceFL,19,0.6435723382908773,0.03094607790784412,0.009786009083780568,0.6243917604866674,0.6627529160950872,10
heterogeneous,fast50,DeceFL,20,0.6594157817597892,0.02414587254799362,0.007635595334379317,0.6444500149044058,0.6743815486151726,10
heterogeneous,fast50,DeceFL,21,0.6723771335160986,0.028204251204328488,0.008918967350522508,0.6548959575090745,0.6898583095231228,10
heterogeneous,fast50,DeceFL,22,0.6897558979862133,0.022881482616670907,0.007235760131022952,0.6755738081294083,0.7039379878430183,10
heterogeneous,fast50,DeceFL,23,0.7032116987123933,0.02678823493015395,0.008471183687496808,0.6866081786848995,0.7198152187398871,10
heterogeneous,fast50,DeceFL,24,0.7186453841354551,0.02694312210405468,0.008520163312484097,0.7019458640429863,0.7353449042279239,10
heterogeneous,fast50,DeceFL,25,0.7201144222002054,0.03333177377294501,0.010540432357597029,0.6994551747793152,0.7407736696210956,10
heterogeneous,fast50,DeceFL,26,0.7482151345656429,0.02758127903995853,0.008721966254693122,0.7311200807064444,0.7653101884248414,10
heterogeneous,fast50,DeceFL,27,0.7612684166244966,0.014203026964934685,0.0044913914877982054,0.7524652893084122,0.7700715439405811,10
heterogeneous,fast50,DeceFL,28,0.764309151658485,0.01794773400623036,0.005675571829854659,0.7531850308719699,0.7754332724450002,10
heterogeneous,fast50,DeceFL,29,0.7626579359378863,0.028079281409224912,0.008879448431397322,0.7452542170123476,0.780061654863425,10
heterogeneous,fast50,DeceFL,30,0.7800888314755313,0.018087483867523898,0.005719764616292678,0.7688780928275977,0.791299570123465,10
heterogeneous,fast50,DeceFL,31,0.7920929447604739,0.026991769497532892,0.008535546969046254,0.7753632727011432,0.8088226168198045,10
heterogeneous,fast50,DeceFL,32,0.7961992247022927,0.01677050800631624,0.005303300281804878,0.785804756149955,0.8065936932546303,10
heterogeneous,fast50,DeceFL,33,0.8098042245707215,0.014294703600016322,0.004520382185306012,0.8009442754875218,0.8186641736539213,10
heterogeneous,fast50,DeceFL,34,0.8048803602689913,0.018839987157758982,0.005957727050684039,0.7932032152496507,0.816557505288332,10
heterogeneous,fast50,DeceFL,35,0.8047507148404838,0.015138028847489661,0.004787065044340103,0.7953680673535771,0.8141333623273904,10
heterogeneous,fast50,DeceFL,36,0.8120066233289028,0.02133504273815741,0.006746732902961278,0.7987830268390987,0.8252302198187069,10
heterogeneous,fast50,DeceFL,37,0.8161951042258255,0.02856655572266215,0.009033538098972968,0.7984893695518385,0.8339008388998126,10
heterogeneous,fast50,DeceFL,38,0.8246667518093812,0.028847289491322394,0.009122313911481885,0.8067870165428768,0.8425464870758856,10
heterogeneous,fast50,DeceFL,39,0.8287876546684734,0.016505277576326298,0.0052194270554494744,0.8185575776397924,0.8390177316971543,10
heterogeneous,fast50,DeceFL,40,0.8208428082864383,0.016764737498892058,0.005301475487133346,0.8104519163316569,0.8312337002412197,10
heterogeneous,fast50,DeceFL,41,0.8234771921140187,0.016116283426983145,0.005096416304609069,0.813488216156985,0.8334661680710524,10
heterogeneous,fast50,DeceFL,42,0.8276181907797628,0.028461863976959278,0.009000431662108946,0.8099773447220293,0.8452590368374964,10
heterogeneous,fast50,DeceFL,43,0.8245215622562141,0.015506400590439581,0.004903554417676885,0.8149105955975674,0.8341325289148608,10
heterogeneous,fast50,DeceFL,44,0.8264613305003647,0.023390256929433743,0.007396648695354695,0.8119638990574696,0.8409587619432599,10
heterogeneous,fast50,DeceFL,45,0.8335400311209836,0.02364097061651582,0.007475931324530505,0.8188872057249038,0.8481928565170634,10
heterogeneous,fast50,DeceFL,46,0.8336418571813875,0.019460662111005608,0.006154001704571825,0.8215800138404268,0.8457037005223482,10
heterogeneous,fast50,DeceFL,47,0.8210917624814812,0.021853971343540494,0.006910832536563804,0.8075465307098162,0.8346369942531462,10
heterogeneous,fast50,DeceFL,48,0.8300212540963077,0.023032927273105824,0.007283651136402553,0.8157452978689587,0.8442972103236567,10
heterogeneous,fast50,DeceFL,49,0.843703109149069,0.016709731301496143,0.005284081000213755,0.83334631038865,0.8540599079094879,10
heterogeneous,fast50,FedAvg,0,0.17036525681213038,0.02693783286606447,0.008518490708570522,0.15366901502333216,0.1870614986009286,10
heterogeneous,fast50,FedAvg,1,0.17531286496593512,0.046529782823164195,0.014714009275417852,0.14647340678611614,0.2041523231457541,10
heterogeneous,fast50,FedAvg,2,0.16330528095439673,0.03845114316076153,0.012159319102521235,0.13947301551345512,0.18713754639533833,10
heterogeneous,fast50,FedAvg,3,0.15244630151338262,0.02211690474828704,0.006993979379758005,0.13873810192905692,0.16615450109770832,10
heterogeneous,fast50,FedAvg,4,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,FedAvg,5,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,FedAvg,6,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,FedAvg,7,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
heterogeneous,fast50,FedAvg,8,0.14323277417897834,0.0059859367174108094,0.0018929193956649844,0.13952265216347498,0.1469428961944817,10
heterogeneous,fast50,FedAvg,9,0.17489654632767532,0.030341560123235814,0.009594843775236435,0.15609065252821192,0.19370244012713872,10
heterogeneous,fast50,FedAvg,10,0.2501420868292107,0.035267293826982446,0.011152497540366077,0.22828319165009317,0.2720009820083282,10
heterogeneous,fast50,FedAvg,11,0.3504423817447443,0.02869867064539887,0.009075316505847489,0.3326547613932832,0.3682300020962054,10
heterogeneous,fast50,FedAvg,12,0.4098705823197453,0.028657552440667013,0.009062313787822511,0.3921084472956132,0.4276327173438774,10
heterogeneous,fast50,FedAvg,13,0.4542187975524711,0.025847238885902957,0.008173614610592635,0.4381985129157095,0.47023908218923266,10
heterogeneous,fast50,FedAvg,14,0.4967336872655873,0.036100719036437606,0.011416049732494198,0.47435822978989867,0.5191091447412759,10
heterogeneous,fast50,FedAvg,15,0.5347778874307851,0.03327087488506129,0.010521174438328649,0.514156385531661,0.5553993893299093,10
heterogeneous,fast50,FedAvg,16,0.5826269651491831,0.0340363930593471,0.010763252540428342,0.5615309901699436,0.6037229401284226,10
heterogeneous,fast50,FedAvg,17,0.5988930232205376,0.028908381730910638,0.009141632973927841,0.580975422591639,0.6168106238494362,10
heterogeneous,fast50,FedAvg,18,0.6242641264408294,0.019571618502709096,0.0061890891964455075,0.6121335116157962,0.6363947412658626,10
heterogeneous,fast50,FedAvg,19,0.6383097165559868,0.023681631612633574,0.007488789460496842,0.6236316892134129,0.6529877438985606,10
heterogeneous,fast50,FedAvg,20,0.6530960748589527,0.023686900119698467,0.007490455508716217,0.638414782061869,0.6677773676560365,10
heterogeneous,fast50,FedAvg,21,0.67545393887061,0.023857069151471563,0.007544267681479071,0.6606671742149111,0.690240703526309,10
heterogeneous,fast50,FedAvg,22,0.6883318782146941,0.02882897808633067,0.009116523336788723,0.6704634924745883,0.7062002639548,10
heterogeneous,fast50,FedAvg,23,0.7106537257881083,0.0311859733883488,0.009861870695658099,0.6913244592246184,0.7299829923515981,10
heterogeneous,fast50,FedAvg,24,0.7209514791796903,0.025916897764062065,0.008195642682016129,0.7048880195229387,0.7370149388364419,10
heterogeneous,fast50,FedAvg,25,0.728455315073315,0.021851759195299768,0.0069101329938675415,0.7149114544053345,0.7419991757412954,10
heterogeneous,fast50,FedAvg,26,0.7327355377448086,0.020089990433009575,0.006353012793930264,0.7202836326687053,0.7451874428209119,10
heterogeneous,fast50,FedAvg,27,0.7384731621016084,0.02676271678119414,0.008463114140258361,0.721885458386702,0.7550608658165148,10
heterogeneous,fast50,FedAvg,28,0.7442230742860162,0.0178748571660515,0.0056525261494905325,0.7331441230330148,0.7553020255390176,10
heterogeneous,fast50,FedAvg,29,0.7620010910796482,0.026300624581771414,0.008316987756341106,0.7456997950772196,0.7783023870820768,10
heterogeneous,fast50,FedAvg,30,0.7858143982947932,0.0277038716953241,0.008760733456229448,0.7686433607205835,0.8029854358690028,10
heterogeneous,fast50,FedAvg,31,0.7787832614880954,0.037271122435049736,0.011786163784575827,0.7556823804703268,0.801884142505864,10
heterogeneous,fast50,FedAvg,32,0.7840751435143031,0.027012677879591152,0.008542158779995564,0.7673325123055118,0.8008177747230943,10
heterogeneous,fast50,FedAvg,33,0.796820182021715,0.019400143462960172,0.006134864027698057,0.7847958485274268,0.8088445155160032,10
heterogeneous,fast50,FedAvg,34,0.7925046998029845,0.028991278419035076,0.009167847208423627,0.7745357192744743,0.8104736803314948,10
heterogeneous,fast50,FedAvg,35,0.8007792863622061,0.025889632359217058,0.008187020603952447,0.7847327259784593,0.8168258467459528,10
heterogeneous,fast50,FedAvg,36,0.8024004476644805,0.027269570572829315,0.008623395382484318,0.7854985927148113,0.8193023026141497,10
heterogeneous,fast50,FedAvg,37,0.8044467036481553,0.014969990453695162,0.004733926638465411,0.7951682074367631,0.8137251998595475,10
heterogeneous,fast50,FedAvg,38,0.8127423659877332,0.01777412129872036,0.0056206706712066375,0.8017258514721682,0.8237588805032982,10
heterogeneous,fast50,FedAvg,39,0.8128783840390105,0.024675923585085958,0.007803212189713934,0.7975840881471712,0.8281726799308498,10
heterogeneous,fast50,FedAvg,40,0.828380141462492,0.03025190646075626,0.009566492797835299,0.8096298155787348,0.8471304673462491,10
heterogeneous,fast50,FedAvg,41,0.8198528545121281,0.028108065446295488,0.008888550743137097,0.8024312950555794,0.8372744139686767,10
