block,label,method,round,f1_mean,f1_std,f1_sem,ci_low,ci_high,n
heterogeneous,fast50,FedAvg,42,0.8323060354637128,0.023202679008131378,0.007337331348347166,0.8179248660209524,0.8466872049064733,10
heterogeneous,fast50,FedAvg,43,0.8272637486243747,0.020038576637269483,0.006336754324160929,0.8148437101490192,0.8396837870997301,10
heterogeneous,fast50,FedAvg,44,0.8337267679177082,0.014003888749163178,0.0044284184546962025,0.8250470677465036,0.8424064680889127,10
heterogeneous,fast50,FedAvg,45,0.8353127089807666,0.018511191899002532,0.0058537528605305585,0.8238393533741267,0.8467860645874065,10
heterogeneous,fast50,FedAvg,46,0.8364331520881751,0.02048579888684264,0.006478178417056473,0.8237359223907444,0.8491303817856058,10
heterogeneous,fast50,FedAvg,47,0.8357686776159031,0.01864332538770009,0.005895537138477398,0.8242134248244875,0.8473239304073188,10
heterogeneous,fast50,FedAvg,48,0.8384954695611029,0.011730362752472839,0.0037094664077816117,0.831224915401851,0.8457660237203548,10
heterogeneous,fast50,FedAvg,49,0.8466496478171047,0.018246153003110832,0.005769940202575157,0.8353405650200574,0.8579587306141521,10
homogeneous,,ASILO,0,0.1825568573142719,0.038292035187500253,0.012109004743581354,0.15882320801685246,0.20629050661169135,10
homogeneous,,ASILO,1,0.1893990606272299,0.02194852499600966,0.006940733026852861,0.17579522389459828,0.2030028973598615,10
homogeneous,,ASILO,2,0.17221266149659564,0.026463031233202153,0.008368345248909325,0.15581070480873338,0.1886146181844579,10
homogeneous,,ASILO,3,0.1483477975037843,0.012314412296998107,0.0038941590904899887,0.1407152456864239,0.15598034932114468,10
homogeneous,,ASILO,4,0.14688475148792893,0.008902702666700414,0.0028152817758028176,0.1413667992073554,0.15240270376850246,10
homogeneous,,ASILO,5,0.2021190681770956,0.03165251427169749,0.010009403876954977,0.18250063657826385,0.22173749977592735,10
homogeneous,,ASILO,6,0.33164043882187444,0.02586447706107079,0.008179065800216165,0.31560946985345073,0.34767140779029815,10
homogeneous,,ASILO,7,0.41946865147090656,0.04411934077553877,0.013951760571584211,0.39212320075060153,0.4468141021912116,10
homogeneous,,ASILO,8,0.46342625189548325,0.036074487009196625,0.011407754437121689,0.44106705319872475,0.48578545059224176,10
homogeneous,,ASILO,9,0.5109924496880411,0.026894856143506486,0.008504900275605284,0.4943228451478548,0.5276620542282275,10
homogeneous,,ASILO,10,0.5557711107904494,0.043853880056528766,0.013867814521446453,0.5285901943284144,0.5829520272524844,10
homogeneous,,ASILO,11,0.6069455520850083,0.03532780817964422,0.011171633858920265,0.5850491497215247,0.628841954448492,10
homogeneous,,ASILO,12,0.6518412408673464,0.024895845166892493,0.007872757500227505,0.6364106361669005,0.6672718455677923,10
homogeneous,,ASILO,13,0.6752746445122138,0.0358203089880134,0.011327376289312338,0.6530729869851616,0.6974763020392659,10
homogeneous,,ASILO,14,0.6971678026792937,0.04483959661958789,0.014179525468108436,0.6693759327618012,0.7249596725967862,10
homogeneous,,ASILO,15,0.7140343755946721,0.032178395361998346,0.010175702079331316,0.6940899995191827,0.7339787516701615,10
homogeneous,,ASILO,16,0.7501329844061047,0.027912290166495143,0.008826641163764512,0.7328327677251262,0.7674332010870831,10
homogeneous,,ASILO,17,0.7622073223720266,0.026315888962028605,0.008321814777209469,0.7458965654086961,0.7785180793353571,10
homogeneous,,ASILO,18,0.7739628370139016,0.028791062303467032,0.009104533313476975,0.7561179517194867,0.7918077223083164,10
homogeneous,,ASILO,19,0.7774398774624712,0.03307711915029944,0.01045990349517196,0.7569384666119342,0.7979412883130083,10
homogeneous,,ASILO,20,0.8026108470841258,0.02837305876626714,0.008972348988721117,0.7850250430662324,0.8201966511020191,10
homogeneous,,ASILO,21,0.793947024959101,0.031827898507675915,0.010064865242093005,0.7742198890845987,0.8136741608336032,10
homogeneous,,ASILO,22,0.8016230420083831,0.02849608746542684,0.009011254079412346,0.7839609840127348,0.8192851000040313,10
homogeneous,,ASILO,23,0.8040003297710678,0.03150650800583686,0.00996323264167741,0.7844723937933801,0.8235282657487556,10
homogeneous,,ASILO,24,0.8100315443350704,0.023508056939277128,0.007433900329304231,0.7954610996896341,0.8246019889805067,10
homogeneous,,ASILO,25,0.8208318611260197,0.027120951897929957,0.00857639803093251,0.8040221209853919,0.8376416012666474,10
homogeneous,,ASILO,26,0.8052247192526106,0.019093918151396366,0.006038027081524424,0.7933901861728228,0.8170592523323985,10
homogeneous,,ASILO,27,0.8359156212135662,0.012112734141089009,0.0038303828577924593,0.828408070812293,0.8434231716148395,10
homogeneous,,ASILO,28,0.8168706863992223,0.030730845573271052,0.009717946643443937,0.7978235109780722,0.8359178618203724,10
homogeneous,,ASILO,29,0.8280888695382924,0.018224927637624004,0.005763228152664366,0.8167929423590703,0.8393847967175145,10
homogeneous,,ASILO,30,0.8268509319115547,0.02411858486023743,0.0076269662098404105,0.8119020781402675,0.8417997856828419,10
homogeneous,,ASILO,31,0.8359026465153587,0.017562267128365314,0.00555367650019391,0.8250174405749786,0.8467878524557388,10
homogeneous,,ASILO,32,0.8342479752858951,0.02009483437351839,0.006354544582416085,0.8217930679043596,0.8467028826674307,10
homogeneous,,ASILO,33,0.8336112354105166,0.02994377096125697,0.009469051797198156,0.8150518938880082,0.852170576933025,10
homogeneous,,ASILO,34,0.837301281621874,0.020270540494716792,0.006410107736598139,0.8247374704581416,0.8498650927856064,10
homogeneous,,ASILO,35,0.8354308824295458,0.026867285120747837,0.008496181552671518,0.8187783665863096,0.8520833982727819,10
homogeneous,,ASILO,36,0.8400123235202164,0.0133223069662818,0.004212883370137851,0.8317550721147462,0.8482695749256866,10
homogeneous,,ASILO,37,0.8481721387049461,0.01864916645813215,0.005897384247131275,0.8366132655805688,0.8597310118293234,10
homogeneous,,ASILO,38,0.834506425788085,0.030995168793063837,0.009801532984745388,0.815295421137984,0.8537174304381859,10
homogeneous,,ASILO,39,0.8390073470149497,0.019733796064558932,0.006240374244527339,0.8267762134956761,0.8512384805342234,10
homogeneous,,ASILO,40,0.8391842080951802,0.019761537974316477,0.006249147006675008,0.8269358799620973,0.8514325362282632,10
homogeneous,,ASILO,41,0.8327228607076298,0.02421850571699791,0.0076585639591522665,0.8177120753476913,0.8477336460675683,10
homogeneous,,ASILO,42,0.8512849556304362,0.021732226109247015,0.00687233331309998,0.8378151823367602,0.8647547289241121,10
homogeneous,,ASILO,43,0.8434533257925265,0.017516484506240177,0.005539198763876886,0.8325964962153278,0.8543101553697252,10
homogeneous,,ASILO,44,0.8563432884764882,0.009250340794182592,0.0029252146042387833,0.8506098678521802,0.8620767091007963,10
homogeneous,,ASILO,45,0.8494761888656512,0.022259328217881368,0.007039017635376186,0.835679714300314,0.8632726634309885,10
homogeneous,,ASILO,46,0.8421053787009004,0.022538914824107546,0.00712743068327132,0.8281356145616886,0.8560751428401122,10
homogeneous,,ASILO,47,0.851336850916711,0.018761891934183973,0.005933031172596328,0.8397081098184221,0.8629655920149998,10
homogeneous,,ASILO,48,0.8566553748545159,0.01832781113870609,0.0057957627723715455,0.8452956798206677,0.8680150698883642,10
homogeneous,,ASILO,49,0.8452401086410533,0.016671163513506473,0.00527188479477757,0.8349072144432892,0.8555730028388173,10
homogeneous,,DFedSAM,0,0.16783286122332455,0.032885595138838125,0.010399338284888964,0.14745015818494217,0.18821556426170694,10
homogeneous,,DFedSAM,1,0.17792781180211417,0.033433593186824595,0.010572630483385314,0.15720545605467895,0.1986501675495494,10
homogeneous,,DFedSAM,2,0.18403179545878467,0.05698518903774449,0.01802029902545314,0.14871200936889653,0.21935158154867282,10
homogeneous,,DFedSAM,3,0.169474617488343,0.03830434234908303,0.012112896609794685,0.14573334013314543,0.19321589484354057,10
homogeneous,,DFedSAM,4,0.15874688550889643,0.02669972792236718,0.008443195314147563,0.1421982226931672,0.17529554832462566,10
homogeneous,,DFedSAM,5,0.14253823094633206,0.005363588074082942,0.0016961154745018029,0.13921384461630854,0.14586261727635558,10
homogeneous,,DFedSAM,6,0.1407304856508702,0.00019300572469413944,6.103376914848856e-05,0.14061085946333918,0.14085011183840124,10
homogeneous,,DFedSAM,7,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
homogeneous,,DFedSAM,8,0.14347395920572817,0.006079592059452093,0.0019225358152542423,0.13970578900782984,0.1472421294036265,10
homogeneous,,DFedSAM,9,0.18557938546108546,0.029367611438321367,0.009286854158390902,0.1673771513106393,0.20378161961153163,10
homogeneous,,DFedSAM,10,0.25664770987538404,0.03422530590620137,0.010822992027960948,0.23543464550058057,0.2778607742501875,10
homogeneous,,DFedSAM,11,0.33521966542015547,0.05554895837247356,0.01756612301068964,0.30079006431920374,0.3696492665211072,10
homogeneous,,DFedSAM,12,0.4014900597559003,0.04781187980981846,0.015119443941324447,0.3718559496309044,0.4311241698808962,10
homogeneous,,DFedSAM,13,0.44939388323482676,0.038522082500052075,0.012181752091307793,0.4255176491358635,0.47327011733379004,10
homogeneous,,DFedSAM,14,0.49113053112903177,0.03500249943292953,0.011068762200680942,0.46943575721569714,0.5128253050423665,10
homogeneous,,DFedSAM,15,0.517416968470365,0.02902139257190634,0.009177370139711595,0.49942932299653026,0.5354046139441997,10
homogeneous,,DFedSAM,16,0.5742071381502595,0.04073498953214407,0.012881534738469197,0.5489593300628599,0.599454946237659,10
homogeneous,,DFedSAM,17,0.5962949136624405,0.02831857480680625,0.008955119647937047,0.5787428791524839,0.613846948172397,10
homogeneous,,DFedSAM,18,0.620394792323391,0.02397618273073388,0.0075819347025514626,0.6055342003063902,0.6352553843403919,10
homogeneous,,DFedSAM,19,0.6476240299876332,0.026735542972232636,0.008454521027356297,0.6310531687740148,0.6641948912012516,10
homogeneous,,DFedSAM,20,0.6485089147549533,0.01817033039331015,0.005745962988064321,0.6372468272983473,0.6597710022115594,10
homogeneous,,DFedSAM,21,0.6661649937510296,0.016770267087240272,0.005303224096503694,0.6557706745218823,0.6765593129801768,10
homogeneous,,DFedSAM,22,0.6719143816882684,0.019549858190383417,0.00618220798149093,0.6597972540445463,0.6840315093319906,10
homogeneous,,DFedSAM,23,0.7098248625690942,0.017198485420176726,0.005438638623295644,0.6991651308674347,0.7204845942707536,10
homogeneous,,DFedSAM,24,0.7277428137202946,0.024159022868673212,0.007639753830910229,0.7127688962117106,0.7427167312288786,10
homogeneous,,DFedSAM,25,0.7398456850412852,0.013369039785379332,0.004227661585120732,0.7315594683344486,0.7481319017481218,10
homogeneous,,DFedSAM,26,0.7445681697429558,0.017128876910607174,0.005416626479818703,0.7339515818425112,0.7551847576434004,10
homogeneous,,DFedSAM,27,0.7645304823647183,0.011515083419909202,0.003641389105375417,0.7573933597181826,0.7716676050112541,10
homogeneous,,DFedSAM,28,0.7680092789644662,0.01616153770176311,0.005110726962825449,0.7579922541173284,0.7780263038116041,10
homogeneous,,DFedSAM,29,0.7822782260427488,0.02183377467845334,0.006904445790282303,0.7687455122937955,0.795810939791702,10
homogeneous,,DFedSAM,30,0.7823055537271203,0.015108191574979656,0.004777629670310229,0.7729413995733122,0.7916697078809284,10
homogeneous,,DFedSAM,31,0.7836974994670073,0.020374443728343367,0.006442964824049797,0.7710692884118697,0.7963257105221448,10
homogeneous,,DFedSAM,32,0.7908523855083579,0.018933232677659145,0.0059872138731331456,0.779117446317017,0.8025873246996988,10
homogeneous,,DFedSAM,33,0.7842998994884276,0.02038142009693875,0.006445170945505624,0.7716673644352365,0.7969324345416187,10
homogeneous,,DFedSAM,34,0.8007248615829262,0.012591924607082503,0.003981916188350149,0.7929203058537599,0.8085294173120925,10
homogeneous,,DFedSAM,35,0.8036390096857048,0.009456316909369067,0.002990349970997029,0.7977779237425506,0.8095000956288589,10
homogeneous,,DFedSAM,36,0.8037997237579845,0.018447399958818035,0.005833580077796135,0.792365906805504,0.8152335407104649,10
homogeneous,,DFedSAM,37,0.8008788803868274,0.02224971391486897,0.007035977325812767,0.7870883648282344,0.8146693959454204,10
homogeneous,,DFedSAM,38,0.8112718367396141,0.016562455733407786,0.005237508376328313,0.8010063203220106,0.8215373531572177,10
homogeneous,,DFedSAM,39,0.8186981976633904,0.017663043708307888,0.005585544852935968,0.8077505297516359,0.8296458655751449,10
homogeneous,,DFedSAM,40,0.8165844292663765,0.01628057660985457,0.005148370370800295,0.806493623339608,0.8266752351931451,10
homogeneous,,DFedSAM,41,0.8228367228211864,0.018371933955050018,0.005809715632014357,0.8114496801824382,0.8342237654599345,10
homogeneous,,DFedSAM,42,0.8301841564003674,0.02279150978887325,0.007207308224686281,0.8160578322799823,0.8443104805207524,10
homogeneous,,DFedSAM,43,0.8232698022294086,0.02280699304407501,0.007212204459889402,0.8091338814880253,0.8374057229707919,10
homogeneous,,DFedSAM,44,0.8247955354870241,0.014116202093003872,0.004463935052512826,0.816046222784099,0.8335448481899492,10
homogeneous,,DFedSAM,45,0.8302279256272026,0.017490692128271503,0.00553104249781159,0.8193870823314919,0.8410687689229133,10
homogeneous,,DFedSAM,46,0.8334425848028877,0.02233214058703806,0.007062042928213001,0.8196009806635902,0.8472841889421852,10
homogeneous,,DFedSAM,47,0.8290208096295949,0.013636131718312308,0.004312123470393246,0.8205690476276242,0.8374725716315656,10
homogeneous,,DFedSAM,48,0.8323694476738044,0.025977227733947603,0.008214720693616895,0.8162685951143153,0.8484703002332935,10
homogeneous,,DFedSAM,49,0.8511958325543937,0.015896017988293244,0.005026762257001442,0.8413433785306709,0.8610482865781165,10
homogeneous,,DeceFL,0,0.18215031997811387,0.02330042259717629,0.007368240585153306,0.1677085684312134,0.19659207152501434,10
homogeneous,,DeceFL,1,0.14760991974664767,0.02131894647497125,0.006741642817612701,0.13439629982412676,0.16082353966916857,10
homogeneous,,DeceFL,2,0.17741629256406288,0.028487720090749704,0.00900860808321077,0.15975942072096977,0.195073164407156,10
homogeneous,,DeceFL,3,0.16117818226196082,0.02387309713847997,0.007549336176004486,0.14638148335699203,0.1759748811669296,10
homogeneous,,DeceFL,4,0.14096401987035262,0.000931505769848142,0.0002945679886308727,0.1403866666126361,0.14154137312806914,10
homogeneous,,DeceFL,5,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
homogeneous,,DeceFL,6,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
homogeneous,,DeceFL,7,0.14066945188172172,0.0,0.0,0.14066945188172172,0.14066945188172172,10
homogeneous,,DeceFL,8,0.14775575984420558,0.011831217923117832,0.003741359613085925,0.14042269500255716,0.155088824685854,10
homogeneous,,DeceFL,9,0.19674278726085154,0.032111747348816465,0.010154626127013348,0.17683972005190537,0.2166458544697977,10
homogeneous,,DeceFL,10,0.284996297066723,0.03458071959662989,0.010935383705296958,0.26356294500434096,0.3064296491291051,10
homogeneous,,DeceFL,11,0.36065337127732816,0.040253380483887394,0.012729236585045493,0.335704067570639,0.38560267498401735,10
homogeneous,,DeceFL,12,0.4060589970392409,0.02864814173825991,0.009059337862423663,0.38830269482889057,0.42381529924959127,10
homogeneous,,DeceFL,13,0.45628516847074707,0.03361685300886335,0.010630582327509273,0.4354492271088289,0.47712110983266526,10
homogeneous,,DeceFL,14,0.48955174402996543,0.037527428971077394,0.011867215027879366,0.4662920025753219,0.512811485484609,10
homogeneous,,DeceFL,15,0.5268871681211493,0.026727902510193406,0.008452104901114295,0.5103210425149654,0.5434532937273333,10
homogeneous,,DeceFL,16,0.5673792508643426,0.026331906416705953,0.008326879941119364,0.5510585661797487,0.5836999355489365,10
homogeneous,,DeceFL,17,0.5993428608123288,0.022592499751904985,0.0071443757252808784,0.5853398843907782,0.6133458372338794,10
homogeneous,,DeceFL,18,0.6236779212389274,0.02659980309130269,0.00841159630805043,0.6071911924751485,0.6401646500027063,10
homogeneous,,DeceFL,19,0.644359265713018,0.016904888176716926,0.00534579502288765,0.6338815074681583,0.6548370239578778,10
homogeneous,,DeceFL,20,0.6588585348759453,0.028981331383597073,0.009164701679628576,0.6408957195838733,0.6768213501680173,10
homogeneous,,DeceFL,21,0.6617747235136009,0.023513811431407856,0.007435720059495292,0.6472007121969902,0.6763487348302116,10
homogeneous,,DeceFL,22,0.6792755465502555,0.028216091351716075,0.008922711533880195,0.6617870319438502,0.6967640611566607,10
homogeneous,,DeceFL,23,0.6857141130651871,0.021852812090435148,0.0069104659485440525,0.6721695998060409,0.6992586263243334,10
homogeneous,,DeceFL,24,0.7161719596201732,0.02280696300518961,0.007212194960759778,0.7020360574970841,0.7303078617432623,10
homogeneous,,DeceFL,25,0.7237194997144875,0.028118102178921023,0.008891724636673377,0.7062917194266076,0.7411472800023673,10
homogeneous,,DeceFL,26,0.7347331537606391,0.02799574000702071,0.008853030320408373,0.7173812143326387,0.7520850931886395,10
homogeneous,,DeceFL,27,0.7367979525048913,0.017658364880420458,0.005584065277645549,0.725853184560706,0.7477427204490766,10
homogeneous,,DeceFL,28,0.7563406660516157,0.02965963262256998,0.009379199365115432,0.7379574352959895,0.7747238968072419,10
homogeneous,,DeceFL,29,0.7701026366918251,0.02150317235768505,0.006799900156945765,0.7567748323842114,0.7834304409994388,10
homogeneous,,DeceFL,30,0.7882055237097206,0.016456250369916166,0.005203923291492352,0.7780058340583956,0.7984052133610456,10
homogeneous,,DeceFL,31,0.7833831161928584,0.02284436338958838,0.007224022000766372,0.7692240330713563,0.7975421993143604,10
homogeneous,,DeceFL,32,0.7881848357018726,0.01996906428000267,0.006314772586711879,0.7758078814319173,0.8005617899718279,10
homogeneous,,DeceFL,33,0.7905223439579904,0.020655548793144855,0.00653185805070799,0.7777199021786028,0.803324785737378,10
homogeneous,,DeceFL,34,0.7999863802313233,0.02609147655304121,0.008250849342448928,0.7838147155201234,0.8161580449425232,10
homogeneous,,DeceFL,35,0.803294053707701,0.022462097562579077,0.007103138932266642,0.7893719014004584,0.8172162060149436,10
homogeneous,,DeceFL,36,0.8123636415092663,0.023177611397684785,0.00732940427389626,0.7979980091324297,0.826729273886103,10
homogeneous,,DeceFL,37,0.8134414451716884,0.02858369797270501,0.009038958954408524,0.7957250856210477,0.831157804722329,10
homogeneous,,DeceFL,38,0.8161161089882398,0.020428922663502058,0.006460192576010006,0.8034541315392603,0.8287780864372194,10
homogeneous,,DeceFL,39,0.816355205488577,0.024955786926562366,0.007891712748979027,0.8008874485005781,0.8318229624765758,10
homogeneous,,DeceFL,40,0.8156351866434053,0.028148532263463793,0.00890134747432804,0.7981885455937223,0.8330818276930883,10
homogeneous,,DeceFL,41,0.8205862988285275,0.020744561308793652,0.006560006279679148,0.8077286865203563,0.8334439111366987,10
homogeneous,,DeceFL,42,0.8214738590892482,0.017829710717223328,0.0056382495888340056,0.8104228898951336,0.8325248282833628,10
homogeneous,,DeceFL,43,0.8242022553595933,0.01724812863873444,0.005454337187398035,0.8135117544722932,0.8348927562468935,10
homogeneous,,DeceFL,44,0.8261298365587584,0.026396636557117086,0.008347349408815532,0.8097690317174799,0.8424906414000368,10
homogeneous,,DeceFL,45,0.8372655817975889,0.020288764004795137,0.0064158705164792,0.8246904755852897,0.8498406880098881,10
homogeneous,,DeceFL,46,0.8311572565297471,0.02208429119612611,0.006983666069016281,0.8174692710344752,0.8448452420250191,10
homogeneous,,DeceFL,47,0.8377420152293853,0.027444566933913946,0.008678734090811185,0.8207316964113953,0.8547523340473753,10
homogeneous,,DeceFL,48,0.8385230368351027,0.02292241854001532,0.0072487052066119925,0.8243155746301432,0.8527304990400622,10
homogeneous,,DeceFL,49,0.8382304347540106,0.020551769063060783,0.006499040018505674,0.8254923163177394,0.8509685531902818,10
homogeneous,,FedAvg,0,0.17497860030409343,0.030254366589705133,0.009567270758916913,0.15622674961661628,0.19373045099157057,10
homogeneous,,FedAvg,1,0.18932812318588085,0.05123135382296404,0.016200776569454105,0.1575746011097508,0.2210816452620109,10
homogeneous,,FedAvg,2,0.19694571571889083,0.05108607933465263,0.01615483674255615,0.16528223570348077,0.22860919573430089,10
homogeneous,,FedAvg,3,0.168462473597217,0.03801279136186736,0.012020700092427469,0.14490190141605916,0.19202304577837484,10
homogeneous,,FedAvg,4,0.14416617578505966,0.0073064412404347905,0.002310499590995988,0.13963759658670752,0.1486947549834118,10
homogeneous,,FedAvg,5,0.14222889199704092,0.0058379052669761365,0.0018461077407937953,0.13861052082508507,0.14584726316899677,10
homogeneous,,FedAvg,6,0.14051657480185392,0.00048343977441767637,0.00015287707986778585,0.14021693572531307,0.14081621387839477,10
homogeneous,,FedAvg,7,0.14219796023402886,0.004833567815881568,0.0015285083523071147,0.1392020838635069,0.14519383660455082,10
homogeneous,,FedAvg,8,0.14477125125789347,0.0071230509200813545,0.0022525064796815085,0.14035633855771773,0.14918616395806922,10
homogeneous,,FedAvg,9,0.1854271612451585,0.028014785127562794,0.008859052916330918,0.1680634175291499,0.2027909049611671,10
homogeneous,,FedAvg,10,0.2785444922947259,0.0284073498051952,0.008983192767355734,0.26093743447070866,0.2961515501187431,10
homogeneous,,FedAvg,11,0.3415614983205201,0.03265639425148145,0.010326858600311087,0.3213208554639103,0.36180214117712983,10
homogeneous,,FedAvg,12,0.39261625212498297,0.03696059911524821,0.011687967688858858,0.3697078354548196,0.4155246687951463,10
homogeneous,,FedAvg,13,0.43533579130961275,0.02547731261077809,0.008056633651018968,0.41954478935361555,0.45112679326560995,10
homogeneous,,FedAvg,14,0.4732801669168058,0.029341509019243903,0.0092785998487184,0.4550941112133177,0.4914662226202939,10
homogeneous,,FedAvg,15,0.5058428405983635,0.030005556043557334,0.009488589955747166,0.48724520428509904,0.524440476911628,10
homogeneous,,FedAvg,16,0.5444696260715876,0.03620994375262725,0.011450589620488671,0.5220264704154297,0.5669127817277454,10
homogeneous,,FedAvg,17,0.5911206844884529,0.022135863344429376,0.006999974614262912,0.5774007342444976,0.6048406347324082,10
homogeneous,,FedAvg,18,0.616149247501203,0.031156275196154597,0.009852479302685787,0.5968383880679389,0.6354601069344672,10
homogeneous,,FedAvg,19,0.6309139946044094,0.024812590281861117,0.007846429993924044,0.6155349918163183,0.6462929973925006,10
homogeneous,,FedAvg,20,0.6461631766315985,0.019766402500657098,0.0062506853049724325,0.6339118334338525,0.6584145198293445,10
homogeneous,,FedAvg,21,0.6457645681489416,0.029858765106267678,0.00944217058557654,0.6272579138012115,0.6642712224966716,10
homogeneous,,FedAvg,22,0.6652357891238484,0.035163945515966216,0.011119815934851802,0.6434409498915389,0.6870306283561579,10
homogeneous,,FedAvg,23,0.6879711306500976,0.021010118513944204,0.006643982841413583,0.674948924280927,0.7009933370192682,10
homogeneous,,FedAvg,24,0.6993349850636769,0.032133889379595576,0.010161628051941703,0.6794181940818711,0.7192517760454826,10
homogeneous,,FedAvg,25,0.7264006047824418,0.023498924512528607,0.007431012402395233,0.7118358204737472,0.7409653890911365,10
homogeneous,,FedAvg,26,0.7329401477015639,0.03285212633458704,0.01038875451968939,0.7125781888429727,0.7533021065601551,10
homogeneous,,FedAvg,27,0.745852260132712,0.01977755028574313,0.006254210544146224,0.7335940074661854,0.7581105127992386,10
homogeneous,,FedAvg,28,0.7577550788791282,0.018274904912338893,0.005779032354599065,0.746428175464114,0.7690819822941424,10
homogeneous,,FedAvg,29,0.7739947096115234,0.01867279633481536,0.005904856670246061,0.7624211905378411,0.7855682286852057,10
homogeneous,,FedAvg,30,0.7693402660013601,0.015105289077127661,0.004776711819898623,0.7599779108343587,0.7787026211683614,10
homogeneous,,FedAvg,31,0.7821183641495838,0.022551676443423242,0.007131466261638281,0.7681406902767728,0.7960960380223948,10
homogeneous,,FedAvg,32,0.7661716183818815,0.027280808364808777,0.008626949084336944,0.7492627981765811,0.7830804385871819,10
homogeneous,,FedAvg,33,0.7915061737689475,0.027863949927033515,0.008811354637830842,0.774235918678799,0.808776428859096,10
homogeneous,,FedAvg,34,0.7911572486508752,0.01998026266951123,0.006318313828409159,0.7787733535471932,0.8035411437545572,10
homogeneous,,FedAvg,35,0.7995724215354432,0.022281533948698445,0.007046039704025242,0.7857621837155537,0.8133826593553326,10
homogeneous,,FedAvg,36,0.8033566821379144,0.0171373439244398,0.005419303984687827,0.7927348463279263,0.8139785179479025,10
homogeneous,,FedAvg,37,0.7923895870581485,0.024800311067455096,0.007842546965383985,0.7770181950059959,0.8077609791103012,10
homogeneous,,FedAvg,38,0.8141995099823195,0.018761236007033662,0.005932823750218915,0.8025711754318904,0.8258278445327486,10
homogeneous,,FedAvg,39,0.8012486286612882,0.02017049109535299,0.006378469338545999,0.788746828757738,0.8137504285648384,10
homogeneous,,FedAvg,40,0.8246653181664498,0.012740463959219902,0.0040288884558421474,0.8167686967929992,0.8325619395399004,10
homogeneous,,FedAvg,41,0.8139213270166176,0.011942128967375674,0.003776432764838177,0.8065195187975347,0.8213231352357004,10
homogeneous,,FedAvg,42,0.8240111477421175,0.02160922889315333,0.006833438178228385,0.8106176089127899,0.8374046865714451,10
homogeneous,,FedAvg,43,0.8331102196235929,0.017692907074061435,0.005594988478373955,0.8221440422059799,0.8440763970412059,10
homogeneous,,FedAvg,44,0.8303702594290374,0.02079875514058852,0.0065771438740395306,0.81747905743592,0.8432614614221549,10
homogeneous,,FedAvg,45,0.8305108595655497,0.014695317169709616,0.004647067319486153,0.8214026076193568,0.8396191115117426,10
homogeneous,,FedAvg,46,0.8320447374964367,0.01688687761492806,0.0053400995831684485,0.8215781423134265,0.8425113326794469,10
homogeneous,,FedAvg,47,0.8313450826202636,0.018398097975440814,0.005817989421732557,0.8199418233536678,0.8427483418868594,10
homogeneous,,FedAvg,48,0.8347026298318824,0.01564782510239445,0.004948276775152395,0.8250040073525837,0.844401252311181,10
homogeneous,,FedAvg,49,0.8419406723452753,0.02200434784092343,0.0069583857603926465,0.8283022362549056,0.8555791084356449,10
